dataset,subject,session,task,stage,n_trials,mu_ERD_CV_contra,beta_ERD_CV_contra,mu_onset_latency_mean,mu_onset_latency_SD,beta_onset_latency_mean,beta_onset_latency_SD
PhysionetMI,92,0,T2,mid,10,1.0365281019736046,1.5095387371844289,0.74921875,0.29977917491203,0.9075,0.5022434046356409
PhysionetMI,92,0,T2,late,10,3.2333527817200194,4.871444260068224,0.7675,0.4376321229069,0.55859375,0.0605909617718476
PhysionetMI,93,0,T1,early,7,0.6796698750456365,1.430320777078584,0.7392857142857142,0.1985638808945835,0.7785714285714286,0.5562535828822929
PhysionetMI,93,0,T1,mid,8,1.5726541288624898,22.851869640071712,0.6375,0.1817879946531123,0.92890625,0.34847515911961
PhysionetMI,93,0,T1,late,8,62.2828296907248,3.905352673126846,0.74296875,0.3103274086927184,0.70078125,0.171517739493434
PhysionetMI,93,0,T2,early,7,3.3138249661462087,6.291565687264858,0.7848214285714284,0.3684677664300626,0.9196428571428572,0.5301977875072199
PhysionetMI,93,0,T2,mid,7,4.2656265690710935,3.845624307277133,0.6508928571428572,0.1149256636407434,0.8401785714285713,0.3529666544925646
PhysionetMI,93,0,T2,late,8,1.858494999627375,14.599070496582506,0.58359375,0.0606714947354809,0.6508928571428572,0.1270118707291662
PhysionetMI,94,0,T1,early,7,1.260439797256376,1.4294511079266428,0.7151785714285713,0.5094405319683984,0.5732142857142856,0.0987485468764177
PhysionetMI,94,0,T1,mid,7,2.4463189963393845,1.907859947478903,0.603125,0.1082982715697716,0.5857142857142857,0.1043000846263377
PhysionetMI,94,0,T1,late,8,2.0948656724640777,157.69559247750874,0.70234375,0.1698441812322032,0.76640625,0.3228283439359646
PhysionetMI,94,0,T2,early,7,5.06836397533274,4.701669305392284,0.5357142857142857,0.0356248881129642,0.6875,0.1585368366387717
PhysionetMI,94,0,T2,mid,8,1.7967159541941211,0.844996414869998,0.6484375,0.2074479885868985,0.565625,0.0648013792291491
PhysionetMI,94,0,T2,late,8,2.269792461399222,6.483186013982359,0.67421875,0.2172591496023527,0.6109375,0.206480694845184
PhysionetMI,95,0,T1,early,7,1.1707456629941266,3.590760482985169,0.7919642857142856,0.1913799245224119,0.5642857142857143,0.0765257226329147
PhysionetMI,95,0,T1,mid,8,9.751686773299197,1.2637159574640633,0.7468750000000001,0.2070769407128664,0.7953125,0.351444424616112
PhysionetMI,95,0,T1,late,8,0.9126425390224828,1.802777485887379,0.69453125,0.3254269656327476,0.5875,0.1421789145759665
PhysionetMI,95,0,T2,early,7,3.0915681518297062,2.3437052556401,0.75,0.2723697263962037,0.78125,0.263920476388519
PhysionetMI,95,0,T2,mid,7,3.708037927397649,3.1001594458035275,0.9455357142857144,0.4864080523257678,0.6705357142857143,0.219875022479144
PhysionetMI,95,0,T2,late,8,3.0458464081587304,1.5870345889642514,0.60234375,0.1308004764839849,0.5906250000000001,0.1233088728559303
PhysionetMI,96,0,T1,early,7,1.849749083630131,558.2201449183106,0.7250000000000002,0.3098638814060134,0.6955357142857143,0.3361699035928598
PhysionetMI,96,0,T1,mid,8,0.8335360231859991,1.369528413339426,0.73203125,0.2176184461067983,0.69921875,0.1918107969743557
PhysionetMI,96,0,T1,late,8,2.1637000325243108,6.517544679399748,0.7321428571428571,0.1860188093956619,0.8773437500000001,0.6599592901448069
PhysionetMI,96,0,T2,early,7,1.9916456266124656,1.5706208497810792,0.6437499999999999,0.216248451687273,0.7000000000000001,0.2123160968932878
PhysionetMI,96,0,T2,mid,7,0.6994147324832256,1.992871304980839,0.6232142857142858,0.1434085341012215,0.7749999999999998,0.3344104620714745
PhysionetMI,96,0,T2,late,8,1.1382812695518254,6.579942316368187,0.6898437500000001,0.2205492411536197,0.6820312500000001,0.1460561448927689
PhysionetMI,97,0,T1,early,7,1.5804844351896234,2.8781818203585066,0.7651785714285714,0.3178270451239871,0.7491071428571427,0.419295068647172
PhysionetMI,97,0,T1,mid,8,0.9338993657303252,19.35614668991803,0.54609375,0.0628068638640515,0.77265625,0.4130197660505336
PhysionetMI,97,0,T1,late,8,0.8026975295081475,5.589439611289225,0.80078125,0.3530342458047625,0.7296875,0.2074715247781005
PhysionetMI,97,0,T2,early,7,1.3421043345392738,1.181717112981396,0.5580357142857143,0.0722497440147996,0.66875,0.1100426053853688
PhysionetMI,97,0,T2,mid,7,1.0594536473879264,2.272940452564376,1.0241071428571429,0.5072073022433525,0.7357142857142858,0.2035322644031192
PhysionetMI,97,0,T2,late,8,4.452759061124466,3.5521713387194738,0.65234375,0.2273518039810493,0.72890625,0.2169105135728499
PhysionetMI,98,0,T1,early,7,3.7785894981010713,4.708965112292351,0.5803571428571429,0.1342733656936247,0.5866071428571429,0.1153618420095515
PhysionetMI,98,0,T1,mid,8,0.5444365918057817,1.0723537229142637,0.7151785714285713,0.3758302883114197,0.99140625,0.4876495914316318
PhysionetMI,98,0,T1,late,8,1.2463574265908213,2.632539587663493,0.8046875,0.380246502079572,0.755357142857143,0.2297472546526033
PhysionetMI,98,0,T2,early,7,1.9721127716131523,3.906806219066799,0.7258928571428571,0.2263951924473337,0.6321428571428571,0.1665507675252963
PhysionetMI,98,0,T2,mid,7,0.6372942024742095,6.028461569373615,0.6526785714285716,0.1895382412547905,0.9017857142857144,0.2481114895052016
PhysionetMI,98,0,T2,late,8,3.319475020868956,2.005946312819185,0.6642857142857144,0.2057411006828827,0.6697916666666667,0.1819818796306074
PhysionetMI,99,0,T1,early,7,4.048236180553095,1.1775702160344972,0.9660714285714284,0.6301914492875177,0.99375,0.5412514434160892
PhysionetMI,99,0,T1,mid,7,10.7545134786853,1.070352904967259,0.7741071428571428,0.3537021764024597,0.8624999999999999,0.5614673060065792
PhysionetMI,99,0,T1,late,8,0.7636867897572689,1.406206020378847,0.796875,0.3733426919399923,0.628125,0.1838976872475562
PhysionetMI,99,0,T2,early,7,4.420546446665695,65.5573714755025,0.9214285714285714,0.4304256762265723,0.713392857142857,0.317714153230959
PhysionetMI,99,0,T2,mid,8,48.96867540133516,3.888252359649124,0.71171875,0.2182010410972814,0.88828125,0.6280584347502528
PhysionetMI,99,0,T2,late,8,6.368269763200449,8.112218278180443,0.7937500000000001,0.4064422621972277,0.56875,0.0661437827766147
PhysionetMI,100,0,T1,early,6,5.308822765163031,726.4080655714895,0.6322916666666666,0.2875094352316497,0.6385416666666667,0.1294226294505288
PhysionetMI,100,0,T1,mid,6,4.638060215726477,2.2645128007980584,0.8479166666666668,0.3092259040284663,0.6072916666666667,0.1079771789803547
PhysionetMI,100,0,T1,late,6,0.5149619889146535,1.355684032849786,0.7979166666666667,0.2462126311183531,0.6375000000000001,0.13910053318853
PhysionetMI,100,0,T2,early,6,0.939032823086495,4.651135445097852,0.615625,0.1415018955997881,0.665625,0.1099686271548996
PhysionetMI,100,0,T2,mid,6,0.9699508861622304,7.638627152599105,0.7468749999999998,0.3099216550866794,0.8385416666666666,0.3886142693561601
PhysionetMI,100,0,T2,late,6,0.4920647663521682,9.85740908841352,0.6635416666666666,0.1683411972173049,0.625,0.1646887847830973
PhysionetMI,101,0,T1,early,7,1.242446085971399,2.1277221076449013,0.6302083333333334,0.1502782430933441,0.6303571428571428,0.0972517771727864
PhysionetMI,101,0,T1,mid,7,2.7110085665120462,4.643705698016075,0.8052083333333333,0.2841154187659577,0.7883928571428571,0.5795763979152432
PhysionetMI,101,0,T1,late,8,4.7906944054258265,2.492698918684031,0.778125,0.3028671583797094,0.7205357142857143,0.213905913419705
PhysionetMI,101,0,T2,early,7,1.3877591253614,1.472463793401514,0.7294642857142858,0.2943234199145628,1.0303571428571427,0.6098926699654219
PhysionetMI,101,0,T2,mid,8,1.371514407551751,1.6099662605045673,0.8171875,0.3196639776292442,0.6053571428571429,0.0900414445391336
PhysionetMI,101,0,T2,late,8,8.042736379699802,8.049206494895897,0.9703125,0.4457125396135383,0.975,0.6779614269474122
PhysionetMI,102,0,T1,early,7,1.9648767095939803,1.85764358774253,0.828125,0.4612701836144047,1.0666666666666669,0.3507741933526784
PhysionetMI,102,0,T1,mid,7,9.033514141992557,11.635869272578386,1.1660714285714284,0.6895979122736995,1.221875,0.9603652598317304
PhysionetMI,102,0,T1,late,8,4.341311187980902,4.595205383571023,0.9203125,0.5640148871871646,0.7625,0.2914470899666009
PhysionetMI,102,0,T2,early,7,9.70273609273029,16.445458794315257,1.0178571428571428,0.7579152899465044,1.2339285714285713,0.5438357603023853
PhysionetMI,102,0,T2,mid,8,6.1804868508325415,1.9835652724939563,0.696875,0.2341040100041005,0.5875,0.0565961571133588
PhysionetMI,102,0,T2,late,8,1.6255511546331316,9.702534444168233,1.09453125,0.5196757317894857,0.9741071428571428,0.4890820092118437
PhysionetMI,103,0,T1,early,7,21.35924203708046,1.517209832003851,0.9464285714285714,0.6976431716127947,0.7052083333333333,0.3679089396130817
PhysionetMI,103,0,T1,mid,7,1.1274563755919769,2.2224575569052742,0.8705357142857143,0.2859374128749727,0.7635416666666667,0.5118824616197442
PhysionetMI,103,0,T1,late,8,1.7444430613180872,4.660051932256778,0.7765624999999999,0.4627295671812533,0.7107142857142857,0.2093973678274424
PhysionetMI,103,0,T2,early,7,2.0776010440699326,1.83379819946964,1.1919642857142858,0.6199682657283387,0.8946428571428572,0.316058817343241
PhysionetMI,103,0,T2,mid,8,3.510471490229212,1.9899984396211885,0.6578125000000001,0.1638689334308062,0.6609375,0.1627927051306353
PhysionetMI,103,0,T2,late,8,1.986441597451238,1.8238346879870224,0.925,0.4205767059942811,0.81328125,0.5938276059480037
PhysionetMI,104,0,T1,early,7,26.00176547984413,27.540946635627904,1.125892857142857,0.5116546662046381,0.5552083333333333,0.0933614633948194
PhysionetMI,104,0,T1,mid,7,3.895023746412453,1.6803916446704077,0.7142857142857143,0.3158165841052657,0.5616071428571427,0.0620904951811203
PhysionetMI,104,0,T1,late,8,1.8816375437257464,1.3697617220165392,0.92734375,0.6576542824869595,0.6062500000000001,0.0916962546945075
PhysionetMI,104,0,T2,early,7,3.590272887989816,2.5490953734164528,1.35,0.8199929224433239,0.96875,0.8147770290962166
PhysionetMI,104,0,T2,mid,7,1.07195970860876,3.992552731487524,0.7312500000000001,0.3041748205038863,0.6062500000000001,0.0547926285448795
PhysionetMI,104,0,T2,late,7,6.140178977558889,2.74179852236181,0.8455357142857143,0.4201364877838474,0.9821428571428572,0.5433899523418909
PhysionetMI,105,0,T1,early,7,0.8574338551759321,11.810098120638488,0.8250000000000001,0.2858453940257116,0.6830357142857143,0.2559278088980307
PhysionetMI,105,0,T1,mid,8,0.538277083194486,4.909095594375641,0.69765625,0.0904058503274953,0.63671875,0.1280273065050479
PhysionetMI,105,0,T1,late,8,1.8645332417964051,2.5477182821766102,0.6359375,0.219702168784812,0.7140625,0.1543557047658103
PhysionetMI,105,0,T2,early,7,1.7678392306297572,1.565736604711616,0.8651785714285714,0.3359231872840903,0.8660714285714286,0.446087369611078
PhysionetMI,105,0,T2,mid,7,20.17761836161873,66.59405462600273,0.6035714285714286,0.1363939746709165,0.7017857142857143,0.4286830211858888
PhysionetMI,105,0,T2,late,8,16.37651235570227,6.092189914394845,0.67578125,0.144948721401527,0.68671875,0.3524251568928324
PhysionetMI,106,0,T1,early,8,22.334276572115343,1.8308550084844069,0.65546875,0.1500793247284165,0.66875,0.1849303078189186
PhysionetMI,106,0,T1,mid,8,2.535661861349165,3.3154955139427944,0.8187500000000002,0.4396376348767244,0.740625,0.1647085494138054
PhysionetMI,106,0,T1,late,8,7.498053828587541,1.012437027448183,0.7640625000000001,0.437541850676881,0.63828125,0.1299578319530512
PhysionetMI,106,0,T2,early,7,9.980159433515151,2.3367632675979637,0.9035714285714284,0.5723722676327898,0.5616071428571429,0.0684187287881
PhysionetMI,106,0,T2,mid,7,4.431450703892434,1.0513445093742904,0.6232142857142857,0.0999282267940549,0.95625,0.6395275879227461
PhysionetMI,106,0,T2,late,7,3.775431938722279,3.3603686115861158,0.8651785714285715,0.5074100151449396,0.8196428571428572,0.4378369693558253
PhysionetMI,107,0,T1,early,8,3.278672852368361,0.7312089427006103,0.896875,0.2400154617415303,0.696875,0.1837914494066576
PhysionetMI,107,0,T1,mid,8,3.444135836126025,9.244608484642429,0.7953125000000001,0.1728876418913451,0.7124999999999999,0.1668098343423832
PhysionetMI,107,0,T1,late,8,16.07558745855228,1.076898459451146,0.9,0.3312794798202871,0.6742187500000001,0.1472547451219739
PhysionetMI,107,0,T2,early,7,2.213025134822193,3.2304495674759184,0.7214285714285714,0.1612886561796734,0.6854166666666667,0.2045277419379146
PhysionetMI,107,0,T2,mid,7,11.14281754072534,14.105336335064177,0.98125,0.5744335978451586,1.0921875,0.2784364478094597
PhysionetMI,107,0,T2,late,7,0.9125872146699304,1.4323933725178208,0.8583333333333333,0.298426137799996,0.68625,0.0962094070244693
PhysionetMI,108,0,T1,early,7,66.12745993768772,18.16532355998875,0.5875,0.1073472752332354,0.7151785714285716,0.1352847997404598
PhysionetMI,108,0,T1,mid,7,2.265819938638613,0.9839294292123162,0.7026785714285714,0.2290278645822425,0.853125,0.3530143631992897
PhysionetMI,108,0,T1,late,8,1.8557215375943483,2.123560339826647,0.796875,0.3953094120432752,0.61484375,0.1358903474255529
PhysionetMI,108,0,T2,early,7,27.729761254551697,1.0775250886278371,0.8830357142857144,0.4090728067526486,0.5739583333333332,0.0584541160274925
PhysionetMI,108,0,T2,mid,8,5.020344905349033,1.6932475730351937,0.74453125,0.1534256455451222,0.753125,0.4058050447875186
PhysionetMI,108,0,T2,late,8,24.733102139490665,1.8383893197395027,1.0859375,0.5711124526691306,0.6703125000000001,0.2686182453199149
PhysionetMI,109,0,T1,early,7,68.14177813417746,2.325657200277569,1.075892857142857,0.3401586514602639,0.6785714285714286,0.2504874075208784
PhysionetMI,109,0,T1,mid,8,2.689978745252895,16.444321867819003,0.9098214285714288,0.4773421712664698,0.6625,0.16357815410378
PhysionetMI,109,0,T1,late,8,1.9098647280489995,3.102321534324163,0.86796875,0.3797927773285552,0.6859375000000001,0.1636900534356012
PhysionetMI,109,0,T2,early,7,1.737131476769037,3.657144070456367,0.6624999999999999,0.1332542548235193,0.5973214285714284,0.0721835104693133
PhysionetMI,109,0,T2,mid,7,0.9330290329359308,3.443247149840916,0.6705357142857142,0.152168634637191,0.6571428571428573,0.203634075573549
PhysionetMI,109,0,T2,late,8,0.6842678376116065,2.497317991386914,0.6328125,0.1016826212720246,0.69140625,0.1546776354177859
BNCI2014_004,1,0train,T1,early,20,1.1857160804495368,5.094174522383583,0.6265624999999999,0.1684821369426148,0.62,0.2313986009032898
BNCI2014_004,1,0train,T1,mid,20,1.89298860237102,43.44743845871732,0.6840625,0.2031824438005164,0.5840624999999999,0.0922690317427792
BNCI2014_004,1,0train,T1,late,20,1.261730958671318,8.644188160213455,0.6449999999999999,0.1913623036284837,0.636875,0.2806931988399433
BNCI2014_004,1,0train,T2,early,20,3.341102275887878,288.7907377314847,0.7409375,0.3575386506641624,0.7006249999999999,0.2469888977768029
BNCI2014_004,1,0train,T2,mid,20,2.144270837852041,9.515208196726157,0.778125,0.5355615481669684,0.6840625000000001,0.2406978380018192
BNCI2014_004,1,0train,T2,late,20,2.206122056355687,1.7993800075695303,0.7975,0.278524292028541,0.7090625,0.3360180136075296
BNCI2014_004,1,1train,T1,early,20,0.7166689350648492,2.2903572611961494,0.590625,0.161553735255487,0.7212500000000001,0.3112688247319349
BNCI2014_004,1,1train,T1,mid,20,1.1819433993547612,6.695984382010795,0.7084374999999999,0.3473913667878779,0.6259375,0.1866258267731184
BNCI2014_004,1,1train,T1,late,20,1.4015690235383478,67.32299078668264,0.6178125,0.1323801787230626,0.61375,0.1136675525380924
BNCI2014_004,1,1train,T2,early,20,3.7449592660729896,2.2095571167804797,0.7090624999999999,0.2487819938595838,0.8009375000000001,0.6690281985602325
BNCI2014_004,1,1train,T2,mid,20,1.7562375956983516,4.585179424853673,0.8240625000000001,0.4882217213712947,0.8196875,0.5035121763361338
BNCI2014_004,1,1train,T2,late,20,3.558672865230065,6.106685985296053,0.7199999999999999,0.3155822990916949,0.7971875000000002,0.3905848729389682
BNCI2014_004,1,2train,T1,early,26,2.369073868290143,3.430220032205003,0.6891826923076925,0.3280394013454163,0.6414062500000001,0.2276880268373903
BNCI2014_004,1,2train,T1,mid,27,1.499563533089188,2.956571721292078,0.7405092592592594,0.4723897896231375,0.6993055555555555,0.2842373920893034
BNCI2014_004,1,2train,T1,late,27,5.344623414259294,8.492463630119403,0.7752314814814816,0.3789165898512123,0.8432870370370371,0.5009450730577659
BNCI2014_004,1,2train,T2,early,26,2.1908302398501127,1.192758312166457,0.62925,0.1592337118828798,0.5975961538461538,0.1337342384121158
BNCI2014_004,1,2train,T2,mid,27,1.5176911448199113,4.0960819856472845,0.6728365384615385,0.2053589603773074,0.5909722222222222,0.155105375371506
BNCI2014_004,1,2train,T2,late,27,2.036063057523779,9.428381562552628,0.7525462962962963,0.3319034403105612,0.6159722222222223,0.1741740872067972
BNCI2014_004,1,3test,T1,early,26,1.9571081739035503,8.58173472425903,0.7365384615384615,0.3128684957551569,0.5990384615384616,0.1083321479983704
BNCI2014_004,1,3test,T1,mid,27,5.7151125648193375,2.8509081568688224,0.8824074074074075,0.4291566781369885,0.682638888888889,0.4627105793548637
BNCI2014_004,1,3test,T1,late,27,4.122481480645194,5.24449981585662,0.7596153846153846,0.2686674222933907,0.6282407407407407,0.1448016120722092
BNCI2014_004,1,3test,T2,early,26,1.7447985705602296,1701.4289716979251,0.7846153846153847,0.4043417860617689,0.630048076923077,0.3865839794525618
BNCI2014_004,1,3test,T2,mid,27,2.143984571316247,10.668316410103138,0.7194444444444444,0.2690450218187136,0.6351851851851853,0.1326932132951619
BNCI2014_004,1,3test,T2,late,27,5.1304825808109,2.183344866502707,0.9444711538461538,0.532671533977748,0.5898148148148148,0.0677889082137893
BNCI2014_004,1,4test,T1,early,26,9.632667824377258,25.532008013576373,0.7538461538461537,0.2718574647477116,0.6711538461538462,0.2159440708053276
BNCI2014_004,1,4test,T1,mid,27,5.561940108199857,31.881553483233805,0.795601851851852,0.3579851943145449,0.6145833333333334,0.2173466892624162
BNCI2014_004,1,4test,T1,late,27,2.2516880048157546,12.775199286809002,0.7420673076923077,0.306326313550633,0.6701923076923075,0.2670749886384215
BNCI2014_004,1,4test,T2,early,26,3.758638775284143,6.174860050066394,0.7927884615384614,0.3344443777221271,0.6514423076923077,0.2143675549020293
BNCI2014_004,1,4test,T2,mid,27,5.053756209345121,17.367507037522675,0.8770833333333334,0.4904380836444993,0.7351851851851853,0.3334381265316936
BNCI2014_004,1,4test,T2,late,27,3.128548547172437,4.883338260682979,0.711574074074074,0.219398534031688,0.7050480769230769,0.2219682173544954
BNCI2014_004,2,0train,T1,early,20,3.819241198509759,1.7127533401313433,0.7103125,0.2194922674463727,0.66625,0.3731642567288565
BNCI2014_004,2,0train,T1,mid,20,7.381460068251783,3.603001790660698,0.806875,0.2905739202423369,0.8912500000000001,0.4743885867619498
